speaker,speech,speaker_std
Background,-Se retira el señor Montesinos Torres del Salón Grau. Luego suena el teléfono e ingresa el señor Montesinos Torres. -El general Saucedo Sánchez contesta la llamada.,BACKGROUND
El general EP SAUCEDO SÁNCHEZ.-,Aló， aló. ¿General Suárez?,SAUCEDO SANCHEZ
Desconocido,Aló.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,¿El general Suárez? Aló. (Fallas en la comunicación),SAUCEDO SANCHEZ
El general EP SAUCEDO SÁNCHEZ.-,Aló. (El general Saucedo Sánchez vuelve a contestar el teléfono),SAUCEDO SANCHEZ
El general EP SAUCEDO SÁNCHEZ.-,Aló.,SAUCEDO SANCHEZ
El señor INTERLOCUTOR.-,General Bergamino en línea， señor.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,Ah， ya. Carlos， Bergamino， hola.,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,¿Cómo estás?,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Mira， te llamaba para informarte lo siguiente. El día de hoy， por disposición del señor Presidente de la República， el general Hermoza ha finalizado en sus funciones como Comandante General del Ejército.,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,Ya.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Yo voy a asumir la Comandancia General del Ejército.,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,Te felicito， hermano.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Gracias， Carlos.,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,Sinceramente. Ya estábamos esperando (?)， pero no teníamos oficialmente.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Ya， hermano. Entonces， el día de mañana nosotros vamos a realizar el reconocimiento correspondiente en el cuartel general.,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,Ya.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,En principio va a haber también la juramentación del Ministro de Defensa nuevo el día de mañana， en principio， a las 11. Entonces， hay que estar también en esa actividad. ¿Ya?,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,Muy bien.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Entonces， (?),SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,11 de la mañana.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Sí.,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,Entonces， hay que estar a las 11 de la mañana en Palacio.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Sí， en principio. Y el reconocimiento va a ser después. ¿Ya?,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,Después.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,¿Ya?,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,Ya.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Le comunicas tú al personal.,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,¿A todos?,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Bueno， a tus generales， pues， ¿no?,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,Pero dime， ya tú has dado disposiciones acá al jefe del Estado Mayor para que tenga preparadas a las tropas en todo momento.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Ya. Mira， eso te estoy indicando que eso de la formación de las tropas， tú también darla， dar esa disposición que ya hemos hablado con la Segunda Región Militar.,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,Correcto.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Pero tú también verifica eso， por favor.,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,Ya. Muy bien. Está bien.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Ya， Carlos. ¿Díaz Araujo está por ahí o no?,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,No， yo estoy acá en el quinto piso.,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Ya， ya， Carlos. De todas maneras， tú por si acaso hazme el favor de verificar eso de la formación del día de mañana.,SAUCEDO SANCHEZ
El general BERGAMINO CRUZ.-,Yo le voy a decir a (?) que chequee ¿ya?,BERGAMINO
El general EP SAUCEDO SÁNCHEZ.-,Ya， ya， Carlos. (Fin de la conversación telefónica),SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,(?).,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Mejor， mejor. (Ingresa otra llamada telefónica),SAUCEDO SANCHEZ
El general EP SAUCEDO SÁNCHEZ.-,Aló.,SAUCEDO SANCHEZ
El señor INTERLOCUTOR.-,El general Suárez en la línea， señor.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,Ya. ¿General Suárez?,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,A sus órdenes， mi General， buenos días.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,Qué tal， cómo estás. El general Saucedo habla.,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Ya.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,Te llamaba para comunicarte lo siguiente. Por disposición del señor Presidente de la República， el general Hermoza el día de hoy ha finalizado en sus funciones como Comandante General del Ejército.,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Sí， general.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,¿Ya? Yo voy a asumir la Comandancia General del Ejército. (3),SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Sí， General.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,El día de mañana se va a llevar a cabo el reconocimiento.,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Correcto.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,Ya que es necesario que tú le avises al personal que trabaja contigo para que conozca.,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Perfecto， mi General.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,Ya el General Hermoza también conoce. Aló...,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Sí， mi General， lo escucho.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,Entonces， el día de mañana tiene que estar todo listo para la ceremonia de reconocimiento.,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Perfecto， mi General.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,¿Ya?,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,(?),SUAREZ CARRANZA
El señor MONTESINOS TORRES.-,Pregúntale si ya sabía.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,¿Ya sabías algo de esto o no?,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,No， nada， mi General.,SUAREZ CARRANZA
El señor MONTESINOS TORRES.-,Que comunique a los comandantes.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Nada ¿no? Ya. Comunica a los Comandantes de la Región también.,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Perfecto， mi General.,SUAREZ CARRANZA
El señor MONTESINOS TORRES.-,(Imperceptible),MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,¿Ya? Y hoy día los Comandantes Generales de la Región deben constituirse en Lima.,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Perfecto.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,Hoy día， y a las 2 de la tarde deben estar acá con el General Solari. Yo ya le he comunicado， pero de todas maneras es bueno que tú verifiques eso.,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Ya， perfecto.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,¿Ya?,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Con Solari ¿no?,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,Sí.,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Ya， perfecto.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,Avisas al Estado Mayor ¿ah?,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Ya， perfecto. Sí， sí， sí.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,Ya， muy bien. Gracias.,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Señor， yo le aviso acá a todos los grupos， mi General. No se preocupe.,SUAREZ CARRANZA
El general EP SAUCEDO SÁNCHEZ.-,Ya， muy bien. Gracias.,SAUCEDO SANCHEZ
El general SUÁREZ CARRANZA.-,Perfecto， mi General.,SUAREZ CARRANZA
Background,-Fin de la comunicación telefónica.,BACKGROUND
El señor MONTESINOS TORRES.-,¿Quiénes faltan?,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Faltan ellos (?),SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,¿Díaz Araujo? (?),MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,No sé...,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,¿Qué cantidad de (?) De ahí vamos a...,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,(?) El chino.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,El chino Aguirre， sí.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,El chino Aguirre...,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,El chino Aguirre hay que (?). El primer botón， hermano. No， no， derecha， derecha.,MONTESINOS
Background,-El General Saucedo Sánchez contesta otra llamada telefónica,BACKGROUND
El general EP SAUCEDO SÁNCHEZ.-,Aló.,SAUCEDO SANCHEZ
El señor INTERLOCUTOR.-,El General Aguirre le contesta.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,Aló.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Aló.,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,¿General Aguirre?,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Sí.,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Qué tal， el General Saucedo habla. Aló.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Lo escucho.,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Ya， escúchame. Mira， el día de hoy por disposición del señor Presidente de la República， el General Hermoza ha finalizado en sus funciones como Comandante General del Ejército.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Ya.,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Yo voy a asumir la Comandancia General del Ejército a partir del día de hoy.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Ya.,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,El reconocimiento va a ser el día de mañana.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Ya.,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Entonces， es necesario que tú， y yo te llamo para que tú conozcas y también le avises a los generales y al personal que trabaja contigo.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Ya.,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,¿Ya?,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,¿A qué hora viene...,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,En principio debe ser a las 13 horas el reconocimiento.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,¿Dónde está， señor?,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,En mi despacho.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Ah， ya.,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Ya. ¿Algo más?,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Este... yo tengo que comunicar a la II Región Militar quien organiza la...,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Sí， comunica， comunica.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Ya.,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Ya， Miguel. Y tú me verificas que eso se cumpla ¿ya?,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Ya. Dime， ¿y el resto cómo sigue?,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,También he citado y es bueno también que tú como inspector verifiques de que los Comandantes Generales de las Regiones estén el día de hoy acá en Lima.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,¿A qué hora?,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,En el término de la distancia， pero el día de hoy porque el día de mañana desde temprano van a haber algunas actividades， unas ceremonias y es necesario que estén ellos y también que se comuniquen conmigo.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Ya. ¿Qué otra disposición? Con relación a la preparación de la...,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Claro， de la ceremonia y...,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,12 horas...,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Está bien. Hay que tener todo listo. Si la ceremonia， por decir， es a mediodía， tienen que estar con un par de horas de anticipación， no te olvides.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Ya.,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,¿Ya?,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Quiero saber a qué hora es esa cosa.,AGUIRRE
El señor MONTESINOS TORRES.-,12 horas.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,12 horas en principio， ¿ya? 12 horas.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,12 horas (?),AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Sí， para el reconocimiento.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Sí， ¿y de aquí qué es lo que viene?,AGUIRRE
El señor MONTESINOS TORRES.-,A los ex Comandantes.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Los ex Comandantes Generales. Mira， pues， como han sido los anteriores， cómo han sido.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Voy a ver cómo han sido.,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Sí， y me comunicas porque yo estoy en mi despacho， entonces， en cualquier momento te comunicas conmigo.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Ya.,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,¿Ya?,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Dime， este， ¿y el resto cómo es?,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,No， igual.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,¿Nosotros?,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Sí. No te preocupes de eso， chino.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,¿Cómo， así nos vamos a ver?,AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Ya， ya nos vemos luego， tengo que hacer unas llamadas.,SAUCEDO SANCHEZ
El general EP AGUIRRE Miguel.-,Ahora sí nos vamos a ver (?),AGUIRRE
El general EP SAUCEDO SÁNCHEZ.-,Ya después conversamos.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Este cojudo， carajo.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Ya nos vemos. Chau.,SAUCEDO SANCHEZ
Background,-Fin de la conversación telefónica.,BACKGROUND
El señor MONTESINOS TORRES.-,¡Puta! Está a 3 meses de irse a su casa el cojudo y ya está que quiere coordinar cómo es; en 3 meses ya se juega el descuento， faltan 90 días que le quedan ya al cojudo ese， qué cojudo es.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,(?) si fuera a importarle.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Pero si ya le faltan 90 días.,MONTESINOS
El general EP SALAZAR MONROE.-,¿Ya se va?,SALAZAR
El señor MONTESINOS TORRES.-,Ya se va en 90 días， ya. Qué lindo que diga cómo es， ya te vas a ir a tu casa. (Risas). Oye， hermano， entonces mira， ahora que te vas al ministerio， estamos coordinando.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Ya， yo le digo.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Tenemos que preparar unas palabras para mañana...,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Ah， sí， sí， sí.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,... en el Comando del Ejército. Entonces， ya en la tarde tiene que ver...,MONTESINOS
El general EP SALAZAR MONROE.-,Lo de su mensaje.,SALAZAR
El señor MONTESINOS TORRES.-,No， su mensaje tiene que ver con la política del comando. Yo te voy a hacer el mensaje， uno， y ahí te voy a poner algunas palabras de reconocimiento y de agradecimiento a nombre de la institución al General Hermoza por los importantes servicios prestados al Ejército peruano， por haber puesto a la institución en una posición prestigiosa y por haber colaborado decididamente en el tema de la pacificación nacional (?) y para ti es un honor， un orgullo recibir la posta y ver cómo están y poder alcanzar y ver cómo están las， poder alcanzar... una cosa así,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Claro， sí.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,...una cosa bonita y cuál va a ser tu política militar， (?). Te voy a hacer un discurso bien bonito.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Ya， hermano.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Entonces， eso te lo estoy alcanzando a fin de jornada para que tú lo leas todo eso.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Tengo que prepararme también para la lectura.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Claro， después la fórmula final del reconocimiento...,MONTESINOS
El general EP SALAZAR MONROE.-,Bueno (?) el uniforme es así ¿no?,SALAZAR
El señor MONTESINOS TORRES.-,Ah， sí.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Tienen que venir con casco y (?),SAUCEDO SANCHEZ
Background,-El General Saucedo Sánchez contesta otra llamada telefónica.,BACKGROUND
El general EP SAUCEDO SÁNCHEZ.-,El General Saucedo habla， buenos días.,SAUCEDO SANCHEZ
El señor INTERLOCUTOR.-,Sí， General， buenos días. El General Díaz Araujo en la línea， señor. Le paso.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,Ya. Aló.,SAUCEDO SANCHEZ
El general EP DÍAZ ARAUJO Luis.-,Aló.,DIAZ ARAUJO
El general EP SAUCEDO SÁNCHEZ.-,¿Lucho?,SAUCEDO SANCHEZ
El general EP DÍAZ ARAUJO Luis.-,Buenos días， mi General.,DIAZ ARAUJO
El general EP SAUCEDO SÁNCHEZ.-,Cómo estás， qué tal. Mira， te llamo por lo siguiente: El señor Presidente de la República ha dado por finalizado las funciones del Comandante General， del General Hermoza.,SAUCEDO SANCHEZ
El general EP DÍAZ ARAUJO Luis.-,Ya.,DIAZ ARAUJO
El general EP SAUCEDO SÁNCHEZ.-,Yo estoy asumiendo la Comandancia General.,SAUCEDO SANCHEZ
El general EP DÍAZ ARAUJO Luis.-,Un abrazo por eso.,DIAZ ARAUJO
El general EP SAUCEDO SÁNCHEZ.-,Gracias， Lucho. Entonces， yo te llamaba para que tú sepas y comuniques también a la gente que trabaja contigo.,SAUCEDO SANCHEZ
El general EP DÍAZ ARAUJO Luis.-,¿Oficialmente?,DIAZ ARAUJO
El general EP SAUCEDO SÁNCHEZ.-,Oficialmente. El día de mañana se va a llevar a cabo el reconocimiento.,SAUCEDO SANCHEZ
El general EP DÍAZ ARAUJO Luis.-,Ya.,DIAZ ARAUJO
El general EP SAUCEDO SÁNCHEZ.-,En principio， a las 12 horas.,SAUCEDO SANCHEZ
El general EP DÍAZ ARAUJO Luis.-,12 horas.,DIAZ ARAUJO
El general EP SAUCEDO SÁNCHEZ.-,En el Cuartel General， ¿ya? (4),SAUCEDO SANCHEZ
El general EP DÍAZ ARAUJO Luis.-,Cuartel General.,DIAZ ARAUJO
El general EP SAUCEDO SÁNCHEZ.-,¿Ya?,SAUCEDO SANCHEZ
El general EP DÍAZ ARAUJO.-,Ya.,DIAZ ARAUJO
El general EP SAUCEDO SÁNCHEZ.-,Ya， Lucho.,SAUCEDO SANCHEZ
El general EP DÍAZ ARAUJO Luis.-,(?),DIAZ ARAUJO
El general EP SAUCEDO SÁNCHEZ.-,Le comunicas ¿ya?,SAUCEDO SANCHEZ
El general EP DÍAZ ARAUJO.-,Oye， gracias.,DIAZ ARAUJO
El general EP SAUCEDO SÁNCHEZ.-,Gracias. Hasta luego.,SAUCEDO SANCHEZ
Background,-Fin de conversación telefónica.,BACKGROUND
El general EP SALAZAR MONROE.-,¿El uniforme ya está coordinado? El general EP SAUCEDO SÁNCHEZ.- Sí， el uniforme con casco， correa y borceguí.,SALAZAR
El general EP SALAZAR MONROE.-,Iguales.,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Sable.,SAUCEDO SANCHEZ
Background,-El señor Montesinos presenta a un asesor. (Diálogo.),BACKGROUND
El señor ASESOR.-,(?) Hola， qué tal， cómo estás. Ya se estaba rumoreando ¿ah?,DESCONOCIDO
El señor MONTESINOS TORRES.-,¿Sí?,MONTESINOS
Background,-El señor Montesinos y el asesor se retiran del Salón Grau.,BACKGROUND
El general EP SAUCEDO SÁNCHEZ.-,No， ahí va a estar el jefe de línea.,SAUCEDO SANCHEZ
El general EP SALAZAR MONROE.-,El jefe de línea es el que recibe， un saludo a la bandera.,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Sí， yo le voy a estar esperando allí.,SAUCEDO SANCHEZ
El general EP SALAZAR MONROE.-,Ah ¿tú le esperas?,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Sí， ¿cómo se llama?... El jefe de línea debe ser normalmente el director de la Escuela Militar.,SAUCEDO SANCHEZ
El general EP SALAZAR MONROE.-,Ya. (?).,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,No creo que ahí... Ahí nomás. Después vendrá la presentación de los comandantes generales y después ya celebraremos， pues. Y ahí muere ya.,SAUCEDO SANCHEZ
El general EP SALAZAR MONROE.-,Ahí muere el payaso (?).,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Claro， pero ahora. Sí.,SAUCEDO SANCHEZ
El general EP SALAZAR MONROE.-,(?).,SALAZAR
Background,-El señor Montesinos ingresa al Salón Grau.,BACKGROUND
El señor MONTESINOS TORRES.-,No habían salido los cables， no decían quién es el relevo; entonces es mejor que se avise. ¿Sabes por qué te digo? Porque...,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Porque si no especulan.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Claro， no lo quise decir， carajo， porque hay rencillas， odios.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Ya. Esa ceremonia es interna ¿no?,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,¿Cuál?,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,La de mañana.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Sí es una ceremonia castrense， nomás. No va el Presidente allí.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,No. (?).,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Claro， sí. Por supuesto. Haz lo correcto.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Sí， sí， sí.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Haz lo correcto en...,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Él debe estar en su oficina.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,De acá es bueno que te vayas a la Comandancia General del Ejército y hables con él y le digas (?). Y en ese sentido respecto a las Fuerzas Armadas y (?).,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,(?).,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,(?). (Risas.) (?),MONTESINOS
El señor MONTESINOS TORRES.-,No， no más musiquita y (?) ¿no?,MONTESINOS
Background,-Ingresa al Salón Grau un edecán.,BACKGROUND
El señor EDECÁN.-,(?),DESCONOCIDO
El señor MONTESINOS TORRES.-,Ah， ya. Listo.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,No (?) con quién (?).,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Claro， sí y la seguridad (?).,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Yo me he (?) hace 12 días.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Ya. ¿Tienes el documento?,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Sí， sí.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,¿No se han demorado allá en la vía legal para regular un trámite tan exigente?,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,(?) después (?) Ya， me dice.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Ya. Ahora (?) Bueno， él (?).,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Claro， sí.,SAUCEDO SANCHEZ
Background,-Ingresa al Salón Grau otro edecán.,BACKGROUND
El señor EDECÁN.-,Doctor， el Comandante General (?).,DESCONOCIDO
El señor MONTESINOS TORRES.-,Sí， espérate un ratito.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Sí.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,El vehículo que (?) .,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Sí， claro.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Tú tienes un carro del Ministerio ¿no es cierto?,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Sí.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Vas a pasar a otro lado donde no tienes carro ¿no?,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,No tengo carro， ¿usted no tiene carro?,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,No tiene carro， cómo hacemos ahora.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Bueno， mira， yo me puedo desplazar， como vivo ahí a media cuadra.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Sí.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,(?) en la casa del ministro (?).,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,(?).,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Sí， porque el otro carro， el otro carro me lo alquiló， pues (?).,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,(?).,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,No， dice que ya ha mandado a un (?) diciéndole que ahí nomás quede.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Qué tal conchudo.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Ya se quedó porque ¿se acuerda (?)?,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Sí， sí， sí.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Más bien， el General Hermoza se quedó con uno de los carros Mercedes.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Sí. Bueno， ese carro que se ha quedado es (?).,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Sí.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Déme， pues， (?) manda pues a comprar otro carro， es urgente.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Sí， eso lo voy a ver.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Que sea un blindado.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Que sea un blindado.,SAUCEDO SANCHEZ
